Name,Builder,Unit Tier,Gold Cost,Food Cost,Upgradeable,Max Upgrade Gold Cost,Total Food Cost with Upgrade,Base Unit Name,Upgraded Name,Base Min Hit,Base Max Hit,Attack Speed,Attack Speed Class,Range,Melee / Ranged,Hit Points,Mana,Attack Type,Defense Type,Attack Effectiveness Order,Attack Strength,Attack Weakness,Defense Effectiveness Order,Defense Strength,Defense Weakness,Abilities,Ability Type,Ability Description,Has Aura,Can Buff,Can Debuff,Can Splash,Can Heal,Can Stun,Can Summon,ID,Builder ID
meridian,ghost,6,350,2,0,0,0,dark priest;,null,196,224,1,fast,700,ranged,1000,1100,magic,unarmored,heavy;light;unarmored;medium;fortifed,heavy,fortified;,all;,all;,all;,ghost essence;catastrophe,self buff - shield;slow,Uses mana to nullify enemy attacks. Every 1 points of mana negates 1 damage.;Haunts an enemy dealing 90 damage per second and slowing attack speed by 50% for 8 seconds. If a unit dies with the Catastrophe buff it will rupture dealing 70 AOE damage.,0,0,1,1,0,0,0,TeOsHFC,5CWwLT4
small land mine,goblin,1,20,0,1,50,1,null,medium land mine;,1,1,1,fast,10,melee,20,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,kaboom!;,splash;,Deals 30 damage in a small area (up to 200 range).;,0,0,0,1,0,0,0,SaxGAe2,qJ4kPrS
medium land mine,goblin,1,50,1,1,90,1,small land mine;,ultra land mine;,1,1,1,fast,10,melee,50,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,kaboom!;,splash;,Deals 60 damage in a medium area (up to 300 range).;,0,0,0,1,0,0,0,Ep8BQ9q,qJ4kPrS
ultra land mine,goblin,1,90,0,0,0,0,small land mine;medium land mine ,null,1,1,1,fast,10,melee,90,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,kaboom!;,splash;,Deals 80 damage in a large area (up to 400 range).;,0,0,0,1,0,0,0,OweZoKe,qJ4kPrS
geomancer,goblin,2,40,1,1,130,1,null,clockwreck;,15,17,0.8,very fast,90,melee,200,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,4iKLJmF,qJ4kPrS
clockwreck,goblin,2,130,0,0,0,0,geomancer;,null,76,84,1,fast,100,melee,770,20,normal,fortified,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;magic;normal;chaos;siege,pierce;magic,siege;,cluster rockets;,splash & stun;,Bombards an area with rockets dealing up to 10 damage to nearby enemy units and stunning them for 1 second.;,0,0,0,1,0,1,0,zjNUg0m,qJ4kPrS
machine turret,goblin,3,90,1,1,160,2,null,machine robot;,23,27,1,fast,500,ranged,380,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,burst shot;,splash;,Bullets may hit 2 additional targets with reduced damage.;,0,0,0,1,0,0,0,Wjuf8BJ,qJ4kPrS
machine robot,goblin,3,160,1,0,0,0,machine turret;,null,62,68,1,fast,500,ranged,900,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,burst shot;,splash;,Bullets may hit 2 additional targets with reduced damage.;,0,0,0,1,0,0,0,T26t2nM,qJ4kPrS
flying machine,goblin,4,130,1,1,170,2,null,helicopter;,50,60,1,fast,350,ranged,600,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,telescope;,aura - damage;,An aura that gives nearby friendly units a 8% bonus damage to their ranged attacks.;,1,1,0,0,0,0,0,JGUbJxu,qJ4kPrS
helicopter,goblin,4,170,1,0,0,0,flying machine;,null,100,140,1,fast,350,ranged,1200,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,advanced telescope;,aura - damage;,An aura that gives nearby friendly units a 16% bonus damage to their ranged attacks (does not stack with Telescope).;,1,1,0,0,0,0,0,ZiQKlIh,qJ4kPrS
goblin alchemist,goblin,5,180,1,1,220,3,null,goblin blaster;,40,45,1,fast,120,melee,900,0,normal,light,medium;unarmored;light;heavy;fortified,medium,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,chemical rage;,self buff;,The Alchemist causes his Ogre to enter a chemically induced rage increasing movement and attack rate by 100%.;,0,0,0,0,0,0,0,CdL9KZ1,qJ4kPrS
goblin blaster,goblin,5,220,2,0,0,0,goblin alchemist;,null,140,160,1,fast,180,melee,1850,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,overclocking;,self buff;,The machine will run at higher clock rates. Increases unit's attack rate by 40% and movement speed by 5% for 18 seconds. 30 seconds cooldown.;,0,0,0,0,0,0,0,PpwdCwg,qJ4kPrS
steamroller,goblin,6,305,2,1,350,4,null,assault tank;,130,150,1,fast,180,melee,1350,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,goblin driver;,summon;,Goblin Driver will jump out of the tank before destruction.;,0,0,0,0,0,0,1,RMmCRFf,qJ4kPrS
assault tank,goblin,6,350,2,0,0,0,steamroller;,null,252,268,1,fast,325,ranged,2300,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,goblin driver;,summon;,Goblin Driver will jump out of the tank before destruction.;,0,0,0,0,0,0,1,QBDlNjJ,qJ4kPrS
morph [tier 1],hybrid,1,18,1,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,cg0KlZi,tYYU7BM
morph [tier 2],hybrid,2,45,1,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,Fglayhg,tYYU7BM
morph [tier 3],hybrid,3,85,1,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,TIQfA9K,tYYU7BM
morph [tier 4],hybrid,4,135,1,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,AGEDoGL,tYYU7BM
morph [tier 5],hybrid,5,200,2,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,zoY6Bqg,tYYU7BM
morph [tier 6],hybrid,6,305,2,1,0,0,null,null,0,0,0,null,0,null,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,LzzRtQ0,tYYU7BM
hatchling,marine,1,10,1,1,50,1,null,swamprunner;,9,10,1.7,average,100,melee,55,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,null,null,null,0,0,0,0,0,0,0,G4zHBJ8,AtlWpPR
swamprunner,marine,1,50,0,1,90,0,hatchling;,fangtooth;defiler,24,60,1,fast,100,melee,280,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,null,null,null,0,0,0,0,0,0,0,ysSYTxW,AtlWpPR
fangtooth,marine,1,90,0,0,0,0,hatchling;swamprunner,null,51,57,0.8,very fast,90,melee,660,5,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,feast;,self buff - regen;,Regains 25 hitpoints every 5 attacks.;,0,0,0,0,0,0,0,STOD2JO,AtlWpPR
defiler,marine,1,90,0,0,0,0,hatchling;swamprunner,null,65,69,1.1,fast,90,melee,690,20,chaos,unarmored,all;,equal,equal;,all;,all;,all;,biotoxin;,slow;,Uses mana to slow an enemy's movement and attack by 20% for 5 seconds. Movement speed reduction stacks.;,0,0,1,0,0,0,0,KwvDy8z,AtlWpPR
egg sack,marine,2,50,1,1,120,1,null,sky dragon;,16,18,1,fast,400,ranged,260,0,magic,fortified,heavy;light;unarmored;medium;fortifed,heavy,fortified;,pierce;magic;normal;chaos;siege,pierce;magic,siege;,withdraw;,self buff;,Causes this unit to attack 90% slower but become impervious to damage for 1.5 seconds. Automatically casts when 10% or less hitpoints. May not activate if this unit is killed too quickly.;,0,0,0,0,0,0,0,4d3Z8yW,AtlWpPR
sky dragon,marine,2,120,0,0,0,0,egg sack;,null,62,72,1,fast,400,ranged,635,0,magic,medium,heavy;light;unarmored;medium;fortifed,heavy,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,brawl;,damage;,Has a powerful attack against air units.;,0,0,0,0,0,0,0,N6rAVmE,AtlWpPR
bottom feeder,marine,3,85,1,1,140,2,null,king claw;,41,46,1.2,fast,180,melee,400,0,siege,heavy,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;normal;siege;chaos;magic,pierce;,magic;,delicacy;,gold;,Suprisingly tasty when cooked. This unit sells for 90% of its original cost!;,0,0,0,0,0,0,0,yIoNCAM,AtlWpPR
king claw,marine,3,140,1,0,0,0,bottom feeder;,null,102,118,1.2,fast,180,melee,1000,0,siege,heavy,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;normal;siege;chaos;magic,pierce;,magic;,delicacy;,gold;,Suprisingly tasty when cooked. This unit sells for 90% of its original cost!;,0,0,0,0,0,0,0,7UR3fby,AtlWpPR
mermaid,marine,4,130,1,1,170,2,null,highborne;,43,54,1.1,fast,500,ranged,505,25,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,water sphere;,buff - armor & slow;,Envelops a friendly unit in a shield of water for 10 seconds giving it +5 armor and slowing units who attack it.;,0,1,0,0,0,0,0,DRlzDMW,AtlWpPR
highborne,marine,4,170,1,0,0,0,mermaid;,null,90,101,1.1,fast,500,ranged,930,20,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,water sphere;storm geyser,buff - armor & slow;buff - regen & splash,Envelops a friendly unit in a shield of water for 10 seconds giving it +5 armor and slowing units who attack it.;Summons a storm geyser from beneath the ground healing nearby friendly units for 10hp/sec and shocking up to 3 nearby enemies for 40 damage every 7 seconds. Lasts 15 seconds. Healing aura does not stack.;,0,1,0,1,1,0,0,r36q1jd,AtlWpPR
komodo,marine,5,180,1,1,250,3,null,trident;,63,74,0.8,very fast,100,melee,880,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,submerge;,self buff - damage;,Submerges itself into water temporarily avoiding damage for 1.5 seconds. After resurfacing gains 25% attack for 5 seconds.;,0,0,0,0,0,0,0,Dq7X7L2,AtlWpPR
trident,marine,5,250,2,0,0,0,komodo;,null,140,160,1,fast,100,melee,1770,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,concussion;,stun;,Each attack has a 20% chance to deal double damage and stun for 2 seconds. Stun is reduced greatly on bosses.;,0,0,0,0,0,1,0,iwhVhWC,AtlWpPR
sea giant,marine,6,280,2,1,340,4,null,hydra;,119,131,0.95,very fast,180,melee,1380,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,dbrEplz,AtlWpPR
hydra,marine,6,340,2,0,0,0,sea giant;,null,178,275,1.05,fast,325,ranged,1660,0,magic,heavy,heavy;light;unarmored;medium;fortifed,heavy,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,triple attack;mitosis,splash;summon,Every 3 attacks deals a triple attack that damages up to 3 units. Deals 80% of normal damage.;When slain splits into three Mini Hydras.,0,0,0,1,0,0,1,1e7UWDW,AtlWpPR
peewee,mech,1,25,1,1,125,1,null,veteran;,17,19,1.5,average,100,melee,125,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,6rS3JAW,HCJJbZi
veteran,mech,1,125,0,0,0,0,peewee;,null,83,94,1.3,fast,100,melee,740,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,jAGpcqK,HCJJbZi
infantry,mech,2,60,1,1,170,2,null,zeus;pyro,16,20,0.6,very fast,600,ranged,160,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,null,null,null,0,0,0,0,0,0,0,EOfIbzf,HCJJbZi
zeus,mech,2,155,1,0,0,0,infantry;,null,16,18,0.25,very fast,800,ranged,450,10,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,power surge;,damage;,Unleashes a bolt of deadly energy dealing 50 damage. Each time Zeus attacks he gains 1 mana.;,0,0,0,0,0,0,0,XyYi8NB,HCJJbZi
pyro,mech,2,170,1,0,0,0,infantry;,null,48,52,0.5,very fast,225,ranged,1005,0,chaos,heavy,all;,equal,equal;,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,x4Vefm6,HCJJbZi
captain,mech,3,110,1,1,190,2,null,admiral;,60,72,1.5,average,90,melee,585,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,leadership;,aura - damage;,Gives an extra 7% damage to the attacks of nearby friendly units.;,1,1,0,0,0,0,0,fcBCXFA,HCJJbZi
admiral,mech,3,190,1,0,0,0,captain;,null,153,173,1.7,average,90,melee,1235,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,superiority;,aura - damage;,Gives an extra 12% damage to the attacks of nearby friendly units.;,1,1,0,0,0,0,0,AEwByEN,HCJJbZi
tempest,mech,4,140,1,1,265,3,null,leviathan;,30,44,0.6,very fast,300,ranged,600,0,siege,heavy,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,5tVP5ow,HCJJbZi
leviathan,mech,4,265,2,0,0,0,tempest;,null,263,305,2.1,slow,250,ranged,1420,0,siege,heavy,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;normal;siege;chaos;magic,pierce;,magic;,shrapnel;,splash;,Bombs have a 40% chance of releasing shrapnel and dealing 50 damage to up to 3 nearby enemies.;,0,0,0,1,0,0,0,xR8WPMw,HCJJbZi
cyborg,mech,5,210,2,1,290,3,null,krogoth;,121,135,1.3,fast,180,melee,1035,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,S6VXT7Y,HCJJbZi
krogoth,mech,5,290,1,0,0,0,cyborg;,null,156,164,0.9,very fast,180,melee,2200,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified,pierce;normal;siege;chaos;magic,pierce;,magic;,vital slice;,damage;,Each attack has a 15% chance to do double damage.;,0,0,0,0,0,0,0,Bo6pd6H,HCJJbZi
neotank,mech,6,360,2,1,450,5,null,doomsday machine;,143,159,0.9,very fast,450,ranged,1420,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,null,null,null,0,0,0,0,0,0,0,m6LRymg,HCJJbZi
doomsday machine,mech,6,450,3,0,0,0,neotank;,null,303,353,0.9,very fast,450,ranged,3015,0,siege,fortified,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;magic;normal;chaos;siege,pierce;magic,siege;,null,null,null,0,0,0,0,0,0,0,pTf4WHU,HCJJbZi
ent,nature,1,20,1,1,95,1,null,guardian;,11,13,1.4,fast,100,melee,115,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,whWT5nS,9vSKJJf
guardian,nature,1,95,0,0,0,0,ent;,null,53,64,1.4,fast,100,melee,665,20,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,entangle;,cc;,Entangles a nearby enemy unit immobilizing it and dealing 10 damage per second. Lasts 4 seconds.;,0,0,1,0,0,0,0,2j09B2D,9vSKJJf
ranger,nature,2,40,1,1,115,1,null,meliai;,15,18,0.9,very fast,750,ranged,110,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,vulture eye;,damage;,This unit has a 33% chance to do 160% damage. Affects air enemies only.;,0,0,0,0,0,0,0,C18T9ah,9vSKJJf
meliai,nature,2,115,0,0,0,0,ranger;,null,40,43,0.9,very fast,750,ranged,335,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,precision;mark target,damage;damage,This unit has a 33% chance to do 160% damage. Affects all enemies.;Each attack marks an enemy target causing it to take 25% more damage from piercing attacks. Does not stack.,0,0,0,0,0,0,0,s9e44kN,9vSKJJf
sprite,nature,3,80,1,1,155,2,null,thunderbird;,22,27,0.66,very fast,300,ranged,360,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,faerie luck;,defence - evade;,Gives a 15% chance to dodge an attack.;,0,0,0,0,0,0,0,FSP8lwd,9vSKJJf
thunderbird,nature,3,155,1,0,0,0,sprite;,null,120,132,1.8,average,300,ranged,955,0,magic,heavy,heavy;light;unarmored;medium;fortifed,heavy,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,aftershock;,splash;,Shocks 2 nearby enemy for 45 magic damage with each attack.;,0,0,0,1,0,0,0,G4tKjTR,9vSKJJf
tree of travel,nature,4,130,1,1,165,2,null,tree of time;,74,82,1.5,average,100,melee,750,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,helping hand;,aura - speed;,Increases nearby allies' movement by 30%.;,1,1,0,0,0,0,0,yxkmGck,9vSKJJf
tree of time,nature,4,165,1,0,0,0,tree of travel;,null,138,144,1.5,average,100,melee,1395,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,chrono trigger;,aura - slow;,Slows nearby enemies' movement by 50%.;,1,0,1,0,0,0,0,YHuf4sa,9vSKJJf
halfbreed,nature,5,195,1,1,225,3,null,goliath;,86,90,0.9,very fast,100,melee,1005,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,null,null,null,0,0,0,0,0,0,0,Lqregxn,9vSKJJf
goliath,nature,5,225,2,0,0,0,halfbreed;,null,246,278,1.8,average,180,melee,1655,0,siege,heavy,fortified;unarmored;light;medium;heavy,fortified,light;medium;heavy,pierce;normal;siege;chaos;magic,pierce;,magic;,natural armor;reassurance,defence;aura - armor,30% Chance to reduce damage taken by 50 every time this unit is attacked. If the attack deals less than 50 damage it will deal 5 damage.;Gives 3 additional armor to friendly units close to him. Very small area of effect.,1,1,0,0,0,0,0,VcPHwL2,9vSKJJf
yggdrasil,nature,6,290,2,1,380,4,null,tree of life;tree of knowledge,91,102,0.8,very fast,180,melee,1250,0,magic,fortified,heavy;light;unarmored;medium;fortifed,heavy,fortified;,pierce;magic;normal;chaos;siege,pierce;,siege;,sacred blessing;,heal,Heals up to 4 nearby allies for 40hp every 5 seconds.;,0,0,0,0,1,0,0,KdK5XzM,9vSKJJf
tree of life,nature,6,380,2,0,0,0,yggdrasil;,null,301,334,1.2,fast,180,melee,2350,0,magic,fortified,heavy;light;unarmored;medium;fortifed,heavy,fortified;,pierce;magic;normal;chaos;siege,pierce;,siege;,water of life;,heal,Heals up to 6 nearby allies for 40hp every 4 seconds. When this unit dies it heals up to 5 nearby allies for 150hp each.;,0,0,0,0,1,0,0,0uEhfCI,9vSKJJf
tree of knowledge,nature,6,380,2,0,0,0,yggdrasil;,null,201,221,1,fast,180,melee,2570,0,chaos,fortified,all;,equal,equal;,pierce;magic;normal;chaos;siege,pierce;,siege;,forbidden fruit;,aura - reflect & damage;,Returns 24% of melee damage received back to attackers. Deals 200 damage to nearby enemies when it dies(limited to 15 target).;,1,0,1,0,0,0,0,z76xsid,9vSKJJf
orc warrior,orc,1,20,1,1,80,1,null,blood orc warrior;,10,10,1,fast,100,melee,100,0,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,null,null,null,0,0,0,0,0,0,0,NSsJTlo,MFFLrqQ
blood orc warrior,orc,1,90,0,1,150,2,orc warrior;,wolverine;,50,50,1,fast,100,melee,500,10,normal,unarmored,medium;unarmored;light;heavy;fortified,medium,fortified;,all;,all;,all;,frenzy;,damage;,Increases the attack rate of a target unit by 30% but drains 5 hit points per second (self buff).;,0,0,0,0,0,0,0,eOcOHFQ,MFFLrqQ
wolverine,orc,1,150,1,0,0,0,orc warrior;blood orc warrior,null,54,66,0.6,very fast,100,melee,1050,3,chaos,unarmored,all;,equal,equal;,all;,all;,all;,berserk;finishing blow;,self buff;damage,Increases attack speed by 40% 60% 80% when health is below 60% 40% 20%.;Gives you a 5% chance to finish off enemies with a single blow!,0,0,0,0,0,0,0,TbJPO1U,MFFLrqQ
orc warlock,orc,2,60,1,1,120,1,null,blood orc warlock;,42,46,1.5,average,350,ranged,260,10,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,cripple;,debuff - damage;,Reduces damage of target by 10%. Lasts 5 seconds (2 seconds on bosses).;,0,0,1,0,0,0,0,ti5EAV2,MFFLrqQ
blood orc warlock,orc,2,120,0,0,0,0,orc warlock;,null,116,124,1.5,average,350,ranged,660,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,corruption;,debuff - armor;,Reduces armor of target by 4. Lasts 4 seconds.;,0,0,1,0,0,0,0,EBnS7L0,MFFLrqQ
raider,orc,3,90,1,1,150,2,null,blood raider;,24,37,1,fast,90,melee,350,60,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,summon wolf;,summon;,Summon a Wolf to attack its master's enemies. Lasts 60 seoncds (40 second cooldown). Wolf: 14-17 Damage 1.35 Speed 145HP Chaos/Heavy.;,0,0,0,0,0,0,1,rvy7uZZ,MFFLrqQ
blood raider,orc,3,150,1,0,0,0,raider;,null,72,96,1.3,fast,90,melee,740,60,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,summon blood wolf;,summon;,Summon a Blood Wolf to attack its master's enemies. Lasts 60 seconds (40 second cooldown). Blood Wolf: 40-47 Damage 1.35 Speed 470HP Chaos/Heavy.;,0,0,0,0,0,0,1,vEAOWXU,MFFLrqQ
young witch doctor,orc,4,100,1,1,200,2,null,elder witch doctor;,40,40,1,fast,400,ranged,400,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,healing aura;,aura - heal;,Increases the life regeneration rate of nearby friendly units by 5 (does not stack).;,1,0,0,0,1,0,0,bjBXRB9,MFFLrqQ
elder witch doctor,orc,4,200,1,0,0,0,young witch doctor;,null,106,114,1,fast,400,ranged,1100,0,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,greater healing aura;,aura - heal;,Increases the life regeneration rate of nearby friendly units by 10 (does not stack).;,1,0,0,0,1,0,0,aZ3knv8,MFFLrqQ
wyvern,orc,5,180,1,1,200,3,null,wind rider;,82,98,1,fast,500,ranged,700,0,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,leCA0qv,MFFLrqQ
wind rider,orc,5,200,2,0,0,0,wyvern;,null,104,120,0.8,very fast,500,ranged,1200,50,pierce,medium,light;unarmored;medium;heavy;fortified,light,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,envenomed spears;,damage;,Deals 15 poison damage per second. Lasts 4 seconds (stackable).;,0,0,0,0,0,0,0,tHauef2,MFFLrqQ
orc warchief,orc,6,300,2,1,380,4,null,thrall;,190,200,1.5,average,150,melee,1400,0,normal,heavy,medium;unarmored;light;heavy;fortified,medium,fortified;,pierce;normal;siege;chaos;magic,pierce;,magic;,pulverize;,splash;,Gives a 20% chance that an attack will deal 30 damage to nearby units (Ground Only).;,0,0,0,1,0,0,0,2HulPjY,MFFLrqQ
thrall,orc,6,380,2,0,0,0,orc warchief;,null,252,268,1,fast,180,melee,2500,15,chaos,fortified,all;,equal,equal;,pierce;magic;normal;chaos;siege,pierce;magic,siege;,storm bolt;,stun,Throws a magical hammer at a target enemy unit dealing 300 damage and stunning the target for 3 seconds (1 second on bosses).;,0,0,0,0,0,1,0,R3AmdNv,MFFLrqQ
peasant,paladin,1,15,1,1,95,1,null,militia;,6,9,1,fast,100,melee,75,0,normal,light,medium;unarmored;light;heavy;fortified,medium,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,null,null,null,0,0,0,0,0,0,0,3a3Rmd0,7JARhAT
militia,paladin,1,95,0,0,0,0,peasant;,null,50,54,1,fast,100,melee,535,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,9FP5FWs,7JARhAT
archer,paladin,2,50,1,1,160,2,null,elite archer;,12,13,0.5,very fast,600,ranged,180,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,null,null,null,0,0,0,0,0,0,0,Fu0qB24,7JARhAT
elite archer,paladin,2,160,1,0,0,0,archer;,null,18,18,0.8,very fast,600,ranged,650,0,pierce,light,light;unarmored;medium;heavy;fortified,light,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,multishot;,splash;,Fires arrows at multiple targets each time.;,0,0,0,1,0,0,0,0XBSuTs,7JARhAT
footman,paladin,3,80,1,1,160,1,null,guard;,55,59,1.5,average,100,melee,385,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,null,null,null,0,0,0,0,0,0,0,6uJDKIp,7JARhAT
guard,paladin,3,160,0,0,0,0,footman;,null,60,66,0.6,very fast,90,melee,1150,0,normal,medium,medium;unarmored;light;heavy;fortified,medium,fortified;,magic;pierce;siege;chaos;normal,magic;,normal;,defence;,self buff - defence;,While Defence is active this unit take only 85% of the damage from Piercing attacks and movement is reduced.;,0,0,0,0,0,0,0,Yxwlkzx,7JARhAT
priest,paladin,4,130,1,1,170,2,null,high priest;,53,63,1,fast,500,ranged,420,10,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,heal;,heal,Heals a target friendly unit for 130 hit points.;,0,0,0,0,1,0,0,2QCHtyl,7JARhAT
high priest,paladin,4,170,1,0,0,0,priest;,null,118,136,0.8,very fast,500,ranged,840,10,magic,light,heavy;light;unarmored;medium;fortifed,heavy,fortified;,normal;siege;chaos;magic;pierce,normal;siege,pierce;,greater heal;,heal,Heals a target friendly unit for 300 hit points.;,0,0,0,0,1,0,0,srbTpYn,7JARhAT
